INDEX;STNR;KUERZEL;KLASSE;KLASSESORT;KLASSE_NR;UNTERKLASSE;GRUPPE;GRUPPE_LANG;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_ORT;FAHRER1_SPONSORLIZENZ;FAHRER1_SPONSOR;FAHRER1_LIZENZ;FAHRER1_NATION;FAHRER1_PUNKTEWERTUNG;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_ORT;FAHRER2_SPONSORLIZENZ;FAHRER2_SPONSOR;FAHRER2_LIZENZ;FAHRER2_NATION;FAHRER2_PUNKTEWERTUNG;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_ORT;FAHRER3_SPONSORLIZENZ;FAHRER3_SPONSOR;FAHRER3_LIZENZ;FAHRER3_NATION;FAHRER3_PUNKTEWERTUNG;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_ORT;FAHRER4_SPONSORLIZENZ;FAHRER4_SPONSOR;FAHRER4_LIZENZ;FAHRER4_NATION;FAHRER4_PUNKTEWERTUNG;FAHRER5_NAME;FAHRER5_VORNAME;FAHRER5_ORT;FAHRER5_SPONSORLIZENZ;FAHRER5_SPONSOR;FAHRER5_LIZENZ;FAHRER5_NATION;FAHRER5_PUNKTEWERTUNG;FAHRER6_NAME;FAHRER6_VORNAME;FAHRER6_ORT;FAHRER6_SPONSORLIZENZ;FAHRER6_SPONSOR;FAHRER6_LIZENZ;FAHRER6_NATION;FAHRER6_PUNKTEWERTUNG;FAHRER7_NAME;FAHRER7_VORNAME;FAHRER7_ORT;FAHRER7_SPONSORLIZENZ;FAHRER7_SPONSOR;FAHRER7_LIZENZ;FAHRER7_NATION;FAHRER7_PUNKTEWERTUNG;FAHRER8_NAME;FAHRER8_VORNAME;FAHRER8_ORT;FAHRER8_SPONSORLIZENZ;FAHRER8_SPONSOR;FAHRER8_LIZENZ;FAHRER8_NATION;FAHRER8_PUNKTEWERTUNG;FAHRER1_RUNDEN;FAHRER1_ZEIT;FAHRER2_RUNDEN;FAHRER2_ZEIT;FAHRER3_RUNDEN;FAHRER3_ZEIT;FAHRER4_RUNDEN;FAHRER4_ZEIT;FAHRER5_RUNDEN;FAHRER5_ZEIT;FAHRER6_RUNDEN;FAHRER6_ZEIT;FAHRER7_RUNDEN;FAHRER7_ZEIT;FAHRER8_RUNDEN;FAHRER8_ZEIT;NATION;BEWERBER;TEAM;FAHRZEUG;RANG;KLASSENRANG;KLASSENRUECKSTAND;KLASSENGAP;GRUPPENRANG;GRUPPENRUECKSTAND;GRUPPENGAP;RUNDEN;SCHNELLSTE RUNDE;GESAMTZEIT;SEKUNDENWECHSEL;RUECKSTAND;GAP;PUNKTE;KLASSENPUNKTE;SCHNITT;SCHNELLSTE_IN_RUNDE;SCHNELLSTE_TAGESZEIT;SCHNELLSTE_SCHNITT;STATUS;KLASSE_GESTARTET;KLASSE_NICHTGESTARTET;KLASSE_GEWERTET;KLASSE_NICHTGEWERTET;GAST;KLASSE_SCHNELLSTE_STNR;KLASSE_SCHNELLSTE_ZEIT;KLASSE_SCHNELLSTE_NAME;KLASSE_SCHNELLSTE_VORNAME_NAME;KLASSE_SCHNELLSTE_SCHNITT;KLASSE_QUALIZEIT;GRUPPENBEZEICHNUNG;GRUPPE_GESTARTET;GRUPPE_GEWERTET;GRUPPE_NICHTGEWERTET;GRUPPE_SCHNELLSTE_STNR;GRUPPE_SCHNELLSTE_ZEIT;GRUPPE_SCHNELLSTE_NAME;GRUPPE_SCHNELLSTE_VORNAME_NAME;GRUPPE_SCHNELLSTE_SCHNITT;PROZENT;LETZTE_RUNDE;BOXENSTOPS;RUNDE_IN_BOX_1;BOXZEIT1;RUNDE_IN_BOX_2;BOXZEIT2;LQUALIZEIT;LQUALIRANG;LQUALIRANG_INVERT;ALTEZEIT;BEWERBERLIZENZ;HERSTELLER;AKTUELLERFAHRER;PUNKTE_POLE;PUNKTE_SCHNELLSTE;LEADINGLAPS_TOTAL;LEADINGLAPS_CLASS;STARTGRUPPE;KLASSE_VORLAEUFIG;STRAFZEITEN;PRO;PROAM;AM;AMG;PRIO;SPEZIAL
0001;6;Kolb;SP9 PRO                                                     ;0000SP9 PRO                                                     ;SP9 PRO;;1;1;Kolb;Vincent;Frankfurt am Main;;;DE-ITC-C15471;;;Stippler;Frank;Bad Münstereifel;;;DE-ITC-C18797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;2:02:28.202;14;2:00:27.519;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Haupt Racing Team;;Ford Mustang GT3;1;1;;;1;;;28;7:57.749;4:02:55.721;Y;;;;;168.450;5;12:41:23;183.546;;3;0;2;1;0;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;100.00;8:21.542;3;6;2:47.785;14;3:17.062;9:10.376;10.;92.;;38403       ;FORD                          ;1;;;6;6;1;0;;0;0;0;0;0;0
0002;4;Hein;SP9 PRO                                                     ;0000SP9 PRO                                                     ;SP9 PRO;;1;1;Heinemann;Tim;Fichtenberg;;;DE-ITC-C24805;;;Leuchter;Benjamin;Duisburg;;;DE-ITC-C16400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;1:36:54.141;17;2:28:07.214;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Falken Motorsports;;Porsche 911 GT3 R;2;2;+2:05.634;+2:05.634;2;+2:05.634;+2:05.634;28;7:57.634;4:05:01.355;Y;2:05.634;2:05.634;;;167.011;6;12:49:14;183.590;;3;0;2;1;0;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;100.86 ;8:08.621;4;7;3:02.372;11;1:57.400;8:58.911;4.;98.;;42330       ;Porsche                       ;2;;;4;4;1;0;;0;0;0;0;0;0
0003;48;Kaya;SP9 AM                                                      ;0000SP9 AM                                                      ;SP9 AM;;1;1;Kaya;Mustafa Mehmet;Türkei;;;TR-ITB 0101042502658;;;Stursberg;Mike;Wermelskirchen;;;DE-ITC-C30671;;;Bünnagel;Ben;Bonn;;;DE-ITC-C24761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1:05:44.949;8;1:10:57.916;13;1:50:44.590;;00.000;;00.000;;00.000;;00.000;;00.000;    ;BLACK FALCON Team EAE;;Porsche 911 GT3 R;3;1;;;3;+4:31.734;+2:26.100;28;8:01.478;4:07:27.455;Y;4:31.734;2:26.100;;;165.367;27;15:59:26;182.124;;4;0;2;2;0;48;8:01.478;Kaya/Stursberg Mike/Bünnagel Ben;Kaya/Stursberg Mike/Bünnagel Ben;182.124;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;101.86 ;8:13.475;3;7;3:04.078;14;3:05.771;8:51.388;2.;100.;;51399       ;Porsche                       ;3;;;0;26;1;0;;0;0;0;0;0;0
0004;8;Vere;SP9 PRO-AM                                                  ;0000SP9 PRO-AM                                                  ;SP9 PRO-;;1;1;Veremenko;Alexey;Kaltenborn;;;DE-ITC-C25824;;;'SELV';;Kaltenborn;;;KG-ITC-C-25017;;;Stippler;Frank;Wird nachgeliefert;;;DE-ITC-C18797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;1:53:39.070;8;1:13:14.090;7;1:00:46.021;;00.000;;00.000;;00.000;;00.000;;00.000;    ;JUTA RACING;;Audi R8 LMS GT3;4;1;;;4;+4:43.460;+11.726;28;8:02.945;4:07:39.181;Y;4:43.460;11.726;;;165.237;27;15:59:35;181.571;;3;0;3;0;0;44;7:58.697;Goroyan/Fontana Alex;Goroyan/Fontana Alex;183.182;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;101.94 ;8:15.642;3;7;3:04.633;15;3:17.789;9:09.849;9.;93.;;2025-PA/50  ;Audi                          ;3;;;0;9;1;0;;0;0;0;0;0;0
0005;34;Krog;SP9 PRO-AM                                                  ;0000SP9 PRO-AM                                                  ;SP9 PRO-;;1;1;Krognes;Christian;Norwegen;;;NO-31791;;;Villagomez;Mateo;Lyon;;;EC-1720287810;;;Buchardt;Anders;Norwegen;;;NO-ITC-C39200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1:42:33.865;8;1:12:16.680;8;1:12:58.305;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Walkenhorst Motorsport;;Aston Martin Vantage GT3 EVO;5;2;+09.669;+09.669;5;+4:53.129;+09.669;28;8:01.850;4:07:48.850;Y;4:53.129;09.669;;;165.130;27;15:59:51;181.984;;3;0;3;0;0;44;7:58.697;Goroyan/Fontana Alex;Goroyan/Fontana Alex;183.182;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;102.01 ;8:10.052;3;5;2:27.544;13;3:16.881;9:04.279;6.;96.;;38245       ;Aston Martin                  ;1;;;0;4;1;0;;0;0;0;0;0;0
0006;44;Goro;SP9 PRO-AM                                                  ;0000SP9 PRO-AM                                                  ;SP9 PRO-;;1;1;Goroyan;Artur;Vereinigte Arabische Emirate;;;AM-ITC001ARM;;;Fontana;Alex;Schweiz;;;CH-IB816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;57:54.510;22;3:10:31.353;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Car Collection Motorsport;;Porsche 911 GT3 R;6;3;+46.682;+37.013;6;+5:30.142;+37.013;28;7:58.697;4:08:25.863;Y;5:30.142;37.013;;;164.720;27;16:00:25;183.182;;3;0;3;0;0;44;7:58.697;Goroyan/Fontana Alex;Goroyan/Fontana Alex;183.182;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;102.27 ;8:12.841;3;6;2:44.416;14;3:13.355;8:50.741;1.;101.;;38067       ;Porsche                       ;2;;;0;15;1;0;;0;0;0;0;0;0
0007;948;Müll;CUP2                                                        ;0000CUP2                                                        ;CUP2;;1;1;Müller;Tobias;Euskirchen;;;DE-ITC-C14395;;;Nagelsdiek;Noah;Alsdorf;;PRO;DE-ITC-C24641;;;Rivas;Carlos;Luxemburg;;;LU-A1343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;2:21:19.995;7;1:04:05.909;5;43:03.397;;00.000;;00.000;;00.000;;00.000;;00.000;    ;48 LOSCH Motorsport by BLACK FALCON;;Porsche 911 GT3 Cup;7;1;;;7;+5:33.580;+03.438;28;8:11.521;4:08:29.301;Y;5:33.580;03.438;;;164.682;19;14:49:49;178.403;;9;0;8;1;0;948;8:11.521;Müller/Nagelsdiek Noah/Rivas Carlos;Müller/Nagelsdiek Noah/Rivas Carlos;178.403;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;102.29 ;8:24.775;3;5;2:21.063;12;2:49.867;9:09.695;8.;94.;;A1754       ;Porsche                       ;1;;;0;11;1;0;;1;0;0;0;0;0
0008;921;Hoff;CUP2                                                        ;0000CUP2                                                        ;CUP2;;1;1;Hoffmeister;Arne;Langelsheim;;"H&R Spezialfedern";DE-ITC-C19194;;;Jahn;David;Leipzig;;PRO;DE-ITC-C49468;;;Scheerbarth;Tim;Dormagen;;;DE-ITC-C26218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1:11:26.528;9;1:19:35.700;11;1:37:47.130;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Mühlner Motorsport;;Porsche 911 GT3 Cup;8;2;+20.057;+20.057;8;+5:53.637;+20.057;28;8:13.382;4:08:49.358;Y;5:53.637;20.057;;;164.460;14;14:06:15;177.730;;9;0;8;1;0;948;8:11.521;Müller/Nagelsdiek Noah/Rivas Carlos;Müller/Nagelsdiek Noah/Rivas Carlos;178.403;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;102.43 ;8:29.273;3;5;2:20.706;11;2:30.631;8:59.308;5.;97.;;910354      ;Porsche                       ;1;;;0;12;1;0;;1;0;0;0;0;0
0009;901;Grüt;CUP2                                                        ;0000CUP2                                                        ;CUP2;;1;1;Grütter;Patrik;Weil der Stadt;;;DE-ITC-C12547;;;Grosse;Fabio;Brücktal;;PRO/AM;DE-ITC-C25836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;2:52:01.018;8;1:12:03.811;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;SRS Team Sorg Rennsport;;Porsche 911 GT3 Cup;9;3; 1 Rd.; 1 Rd.;9; 1 Rd.; 1 Rd.;27;8:17.732;4:04:04.829;Y;1 Runde;1 Runde;;;161.668;19;14:52:38;176.177;;9;0;8;1;0;948;8:11.521;Müller/Nagelsdiek Noah/Rivas Carlos;Müller/Nagelsdiek Noah/Rivas Carlos;178.403;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;100.47 ;8:35.188;3;5;2:23.060;13;3:07.878;9:06.780;7.;95.;;38068       ;Porsche                       ;1;;;0;0;1;0;;0;1;0;0;0;0
0010;900;Hard;CUP2                                                        ;0000CUP2                                                        ;CUP2;;1;1;Hardt;Alexander;Mechernich;;;DE-ITC-C38307;;;Ludwig;Peter;Vereinigte Staaten;;PRO/AM;US-ITC-C D2879-1;;;Rosenberg;Maik;Attendorn;;;DE-ITC-C14532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1:12:30.735;9;1:21:53.594;10;1:29:41.364;;00.000;;00.000;;00.000;;00.000;;00.000;    ;BLACK FALCON Team ZIMMERMANN;;Porsche 911 GT3 Cup;10;4; 1 Rd.;+00.864;10; 1 Rd.;+00.864;27;8:28.355;4:04:05.693;Y;1 Runde;00.864;;;161.658;19;14:52:35;172.495;;9;0;8;1;0;948;8:11.521;Müller/Nagelsdiek Noah/Rivas Carlos;Müller/Nagelsdiek Noah/Rivas Carlos;178.403;;1;36;27;9;3;7:57.117;Andlauer/Sturm Joel;Andlauer/Sturm Joel;183.789;100.48 ;8:35.693;3;5;2:21.429;13;3:07.795;9:10.716;12.;90.;;51397       ;Porsche                       ;3;;;0;1;1;0;;0;1;0;0;0;0
