INDEX;STNR;KUERZEL;KLASSE;KLASSESORT;KLASSE_NR;UNTERKLASSE;GRUPPE;GRUPPE_LANG;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER1_ORT;FAHRER1_SPONSORLIZENZ;FAHRER1_SPONSOR;FAHRER1_LIZENZ;FAHRER1_NATION;FAHRER1_PUNKTEWERTUNG;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER2_ORT;FAHRER2_SPONSORLIZENZ;FAHRER2_SPONSOR;FAHRER2_LIZENZ;FAHRER2_NATION;FAHRER2_PUNKTEWERTUNG;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER3_ORT;FAHRER3_SPONSORLIZENZ;FAHRER3_SPONSOR;FAHRER3_LIZENZ;FAHRER3_NATION;FAHRER3_PUNKTEWERTUNG;FAHRER4_NAME;FAHRER4_VORNAME;FAHRER4_ORT;FAHRER4_SPONSORLIZENZ;FAHRER4_SPONSOR;FAHRER4_LIZENZ;FAHRER4_NATION;FAHRER4_PUNKTEWERTUNG;FAHRER5_NAME;FAHRER5_VORNAME;FAHRER5_ORT;FAHRER5_SPONSORLIZENZ;FAHRER5_SPONSOR;FAHRER5_LIZENZ;FAHRER5_NATION;FAHRER5_PUNKTEWERTUNG;FAHRER6_NAME;FAHRER6_VORNAME;FAHRER6_ORT;FAHRER6_SPONSORLIZENZ;FAHRER6_SPONSOR;FAHRER6_LIZENZ;FAHRER6_NATION;FAHRER6_PUNKTEWERTUNG;FAHRER7_NAME;FAHRER7_VORNAME;FAHRER7_ORT;FAHRER7_SPONSORLIZENZ;FAHRER7_SPONSOR;FAHRER7_LIZENZ;FAHRER7_NATION;FAHRER7_PUNKTEWERTUNG;FAHRER8_NAME;FAHRER8_VORNAME;FAHRER8_ORT;FAHRER8_SPONSORLIZENZ;FAHRER8_SPONSOR;FAHRER8_LIZENZ;FAHRER8_NATION;FAHRER8_PUNKTEWERTUNG;FAHRER1_RUNDEN;FAHRER1_ZEIT;FAHRER2_RUNDEN;FAHRER2_ZEIT;FAHRER3_RUNDEN;FAHRER3_ZEIT;FAHRER4_RUNDEN;FAHRER4_ZEIT;FAHRER5_RUNDEN;FAHRER5_ZEIT;FAHRER6_RUNDEN;FAHRER6_ZEIT;FAHRER7_RUNDEN;FAHRER7_ZEIT;FAHRER8_RUNDEN;FAHRER8_ZEIT;NATION;BEWERBER;TEAM;FAHRZEUG;RANG;KLASSENRANG;KLASSENRUECKSTAND;KLASSENGAP;GRUPPENRANG;GRUPPENRUECKSTAND;GRUPPENGAP;RUNDEN;SCHNELLSTE RUNDE;GESAMTZEIT;SEKUNDENWECHSEL;RUECKSTAND;GAP;PUNKTE;KLASSENPUNKTE;SCHNITT;SCHNELLSTE_IN_RUNDE;SCHNELLSTE_TAGESZEIT;SCHNELLSTE_SCHNITT;STATUS;KLASSE_GESTARTET;KLASSE_NICHTGESTARTET;KLASSE_GEWERTET;KLASSE_NICHTGEWERTET;GAST;KLASSE_SCHNELLSTE_STNR;KLASSE_SCHNELLSTE_ZEIT;KLASSE_SCHNELLSTE_NAME;KLASSE_SCHNELLSTE_VORNAME_NAME;KLASSE_SCHNELLSTE_SCHNITT;KLASSE_QUALIZEIT;GRUPPENBEZEICHNUNG;GRUPPE_GESTARTET;GRUPPE_GEWERTET;GRUPPE_NICHTGEWERTET;GRUPPE_SCHNELLSTE_STNR;GRUPPE_SCHNELLSTE_ZEIT;GRUPPE_SCHNELLSTE_NAME;GRUPPE_SCHNELLSTE_VORNAME_NAME;GRUPPE_SCHNELLSTE_SCHNITT;PROZENT;LETZTE_RUNDE;BOXENSTOPS;RUNDE_IN_BOX_1;BOXZEIT1;RUNDE_IN_BOX_2;BOXZEIT2;LQUALIZEIT;LQUALIRANG;LQUALIRANG_INVERT;ALTEZEIT;BEWERBERLIZENZ;HERSTELLER;AKTUELLERFAHRER;PUNKTE_POLE;PUNKTE_SCHNELLSTE;LEADINGLAPS_TOTAL;LEADINGLAPS_CLASS;STARTGRUPPE;KLASSE_VORLAEUFIG;STRAFZEITEN;PRO;PROAM;AM;AMG;PRIO;SPEZIAL
0001;31;Vers;SP9 PRO                                                     ;0000SP9 PRO                                                     ;SP9 PRO;;1;1;Verstappen;Max;Monaco;;;NL-ITA-1;;;Lulham;Christopher;Vereinigtes Königreich;;;GB-ITC-C246085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;1:55:04.188;13;1:57:17.694;1;8:07.241;;00.000;;00.000;;00.000;;00.000;;00.000;    ;EMIL FREY RACING;;Ferrari 296 GT3;1;1;;;1;;;28;7:51.514;4:00:29.123;Y;;;;;170.162;5;12:40:12;185.973;;4;0;3;1;0;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;100.00;8:24.702;3;7;3:07.674;15;3:15.468;8:09.126;3.;106.;;103         ;Ferrari                       ;2;;;28;28;1;0;;0;0;0;0;0;0
0002;9;Fetz;SP9 PRO                                                     ;0000SP9 PRO                                                     ;SP9 PRO;;1;1;Fetzer;Dennis;Buseck;;;DE-ITC-C24514;;;Mardenborough;Jann;Vereinigte Arabische Emirate;;;GB-ITB250654;;;Scherer;Fabio;Schweiz;;;CH-854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1:10:42.460;6;53:30.276;14;1:56:40.883;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Haupt Racing Team;;Ford Mustang GT3;2;2;+24.496;+24.496;2;+24.496;+24.496;28;7:59.774;4:00:53.619;Y;24.496;24.496;;;169.873;13;13:48:49;182.771;;4;0;3;1;0;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;100.17 ;8:26.452;3;6;2:45.291;14;3:14.876;8:20.266;9.;100.;;38403       ;FORD                          ;2;;;0;0;1;0;;0;0;0;0;0;0
0003;6;Kolb;SP9 PRO                                                     ;0000SP9 PRO                                                     ;SP9 PRO;;1;1;Kolb;Vincent;Frankfurt am Main;;;DE-ITC-C15471;;;Stippler;Frank;Bad Münstereifel;;;DE-ITC-C18797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;1:57:18.897;15;2:04:17.119;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Haupt Racing Team;;Ford Mustang GT3;3;3;+1:06.893;+42.397;3;+1:06.893;+42.397;28;7:56.025;4:01:36.016;N;1:06.893;42.397;;;169.377;13;13:48:20;184.210;;4;0;3;1;0;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;100.46 ;8:34.049;3;7;3:03.513;15;3:15.838;8:25.967;13.;96.;;38403       ;FORD                          ;1;;;0;0;1;0;;0;0;0;0;0;0
0004;22;Fuge;AT 1                                                        ;0000AT 1                                                        ;AT 1;;1;1;Fugel;Dominik;Chemnitz;;;DE-ITC-C17248;;;Fugel;Marcel;Chemnitz;;;DE-ITC-C17852;;;Leuchter;Benjamin;Duisburg;;;DE-ITC-C16400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1:10:49.338;7;59:23.184;13;1:51:24.011;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Max Kruse Racing;;Audi R8 LMS GT3 Evo II;4;1;;;4;+1:07.410;+00.517;28;7:59.944;4:01:36.533;Y;1:07.410;00.517;;;169.371;13;13:49:08;182.706;;1;0;1;0;0;22;7:59.944;Fugel/Fugel Marcel/Leuchter Benjamin;Fugel/Fugel Marcel/Leuchter Benjamin;182.706;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;100.47 ;8:33.038;3;6;2:45.464;14;3:15.940;8:17.525;6.;103.;;42051       ;Audi                          ;3;;;0;28;1;0;;0;0;0;0;0;0
0005;34;Krog;SP9 PRO-AM                                                  ;0000SP9 PRO-AM                                                  ;SP9 PRO-;;1;1;Krognes;Christian;Norwegen;;;NO-31791;;;Villagomez;Mateo;Lyon;;;EC-1720287810;;;Buchardt;Anders;Norwegen;;;NO-ITC-C39200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;1:58:43.935;8;1:09:05.663;6;56:57.298;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Walkenhorst Motorsport;;Aston Martin Vantage AMR GT3 EVO;5;1;;;5;+4:17.773;+3:10.363;28;7:57.518;4:04:46.896;Y;4:17.773;3:10.363;;;167.175;23;15:22:16;183.635;;2;0;2;0;0;34;7:57.518;Krognes/Villagomez Mateo/Buchardt Anders;Krognes/Villagomez Mateo/Buchardt Anders;183.635;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;101.79 ;8:21.521;3;7;3:03.474;15;3:21.201;8:06.057;1.;108.;;38245       ;Aston Martin                  ;1;;;0;28;1;0;;0;0;0;0;0;0
0006;921;Hoff;CUP2                                                        ;0000CUP2                                                        ;CUP2;;1;1;Hoffmeister;Arne;Langelsheim;;"H&R Spezialfedern";DE-ITC-C19194;;;Jahn;David;Leipzig;;PRO;DE-ITC-C49468;;;Scheerbarth;Tim;Dormagen;;;DE-ITC-C26218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1:19:53.928;14;2:04:26.174;5;41:46.067;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Mühlner Motorsport;;Porsche 911 GT3 Cup;6;1;;;6;+6:07.046;+1:49.273;28;8:07.346;4:06:36.169;Y;6:07.046;1:49.273;;;165.941;23;15:22:24;179.931;;13;0;12;1;0;921;8:07.346;Hoffmeister/Jahn David/Scheerbarth Tim;Hoffmeister/Jahn David/Scheerbarth Tim;179.931;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;102.54 ;8:38.588;3;5;2:20.921;11;2:34.095;8:19.197;8.;101.;;910354      ;Porsche                       ;2;;;0;23;1;0;30.000;1;0;0;0;0;0
0007;948;Müll;CUP2                                                        ;0000CUP2                                                        ;CUP2;;1;1;Müller;Tobias;Euskirchen;;;DE-ITC-C14395;;;Nagelsdiek;Noah;Alsdorf;;PRO;DE-ITC-C24641;;;Rivas;Carlos;Luxemburg;;;LU-A1343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;2:32:32.701;6;52:45.094;5;42:07.397;;00.000;;00.000;;00.000;;00.000;;00.000;    ;48 LOSCH Motorsport by BLACK FALCON;;Porsche 911 GT3 Cup;7;2;+49.023;+49.023;7;+6:56.069;+49.023;28;8:11.120;4:07:25.192;Y;6:56.069;49.023;;;165.393;23;15:23:10;178.549;;13;0;12;1;0;921;8:07.346;Hoffmeister/Jahn David/Scheerbarth Tim;Hoffmeister/Jahn David/Scheerbarth Tim;179.931;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;102.88 ;8:40.747;3;5;2:22.829;11;2:32.166;8:19.017;7.;102.;;A1754       ;Porsche                       ;1;;;0;0;1;0;;1;0;0;0;0;0
0008;786;Nana;SP9 AM                                                      ;0000SP9 AM                                                      ;SP9 AM;;1;1;Nana;Sak;Mechernich;;;TH-IC-B083;;;Breuer;Christoph;Nettersheim;;;DE-ITC-C15557;;;'Dieter Schmidtmann';;Mechernich;;;DE-ITC-C34841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;57:30.793;15;2:12:25.098;7;58:20.642;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Renazzo Motorsport Team;;Lamborghini Huracan GT3 Evo II;8;1;;;8;+8:17.410;+1:21.341;28;8:00.854;4:08:46.533;Y;8:17.410;1:21.341;;;164.491;14;13:59:20;182.361;;4;0;4;0;0;786;8:00.854;Nana/Breuer Christoph/'Dieter Schmidtmann' ;Nana/Breuer Christoph/'Dieter Schmidtmann' ;182.361;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;103.45 ;8:44.845;3;7;3:11.015;15;3:20.125;8:20.367;10.;99.;;E-C-009     ;Lamborghini                   ;2;;;0;28;1;0;30.000;0;0;0;0;0;0
0009;901;Grüt;CUP2                                                        ;0000CUP2                                                        ;CUP2;;1;1;Grütter;Patrik;Weil der Stadt;;;DE-ITC-C12547;;;Grosse;Fabio;Brücktal;;PRO/AM;DE-ITC-C25836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;2:06:44.963;13;1:56:04.932;;00.000;;00.000;;00.000;;00.000;;00.000;;00.000;    ;SRS Team Sorg Rennsport;;Porsche 911 GT3 Cup;9;3; 1 Rd.; 1 Rd.;9; 1 Rd.; 1 Rd.;27;8:14.731;4:03:19.895;Y;1 Runde;1 Runde;;;162.165;8;13:10:20;177.245;;13;0;12;1;0;921;8:07.346;Hoffmeister/Jahn David/Scheerbarth Tim;Hoffmeister/Jahn David/Scheerbarth Tim;179.931;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;101.18 ;8:45.375;3;5;2:22.289;13;3:08.818;8:28.908;14.;95.;;38068       ;Porsche                       ;2;;;0;0;1;0;30.000;0;1;0;0;0;0
0010;347;Güld;SP-PRO                                                      ;0000SP-PRO                                                      ;SP-PRO;;1;1;Gülden;Andreas;Reifferscheid;;;DE-ITC-C&R10635;;;Sandtler;Tim;Bochum;;;DE-ITC-C17801;;;Hennerici;Marc;Mayen;;;DE-ITC-C11585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;1:47:23.319;8;1:14:04.445;7;1:02:10.688;;00.000;;00.000;;00.000;;00.000;;00.000;    ;Toyo Tires with Ring Racing;;Porsche 991 GT3 Cup;10;1;;;10; 1 Rd.;+18.557;27;8:19.010;4:03:38.452;Y;1 Runde;18.557;;;161.960;23;15:27:30;175.726;;1;0;1;0;0;347;8:19.010;Gülden/Sandtler Tim/Hennerici Marc;Gülden/Sandtler Tim/Hennerici Marc;175.726;;1;40;35;5;31;7:51.514;Verstappen/Lulham Christopher;Verstappen/Lulham Christopher;185.973;101.31 ;8:48.669;3;6;2:45.806;13;2:56.202;8:33.867;16.;93.;;41974       ;Porsche                       ;1;;;0;27;1;0;;0;0;0;0;0;0
